1 2318
2 2398
3 2415
4 2554
5 2615
6 2411
7 2192
8 1710
9 1300
10 1148
11 841
12 831
13 821
14 913
15 1335
16 1747
17 2025
18 1994
19 1842
20 1746
21 1725
22 1979
23 1924
24 2148
